sentence_id,book,parution,start_pdf_page,end_pdf_page,text
113164,14,1991,3947,3948,"Begamon ne disant rien, il reprit :"
113165,14,1991,3947,3948,"— Alors, votons pour choisir l’un des deux candidats restants."
113166,14,1991,3947,3948,"Cette fois, Ranrel obtint dix voix, mais Blesserel en ayant obtenu cinq, la majorité requise n’était pas encore atteinte."
113167,14,1991,3947,3948,"— Seigneurs, j’ajourne momentanément la séance, pour permettre les consultations privées, dit Lytol en se levant."
113168,14,1991,3947,3948,Les autres suivirent son exemple.
113169,14,1991,3947,3948,"— Il nous faut deux voix de plus, murmura Groghe à Jaxom, Asgenar et Larad en se dirigeant vers le buffet."
113170,14,1991,3947,3948,— Toric doit être le troisième qui a voté pour Terentel.
113171,14,1991,3947,3948,"Je sais que Corman et Begamon le soutiennent, dit Larad."
113172,14,1991,3947,3948,Toric espère-t-il que Terentel lui fournira des soldats pour cet assaut dont il rêve contre la Grande Île ?
113173,14,1991,3947,3948,"— Sans doute, mais je vais lui dire deux mots en privé, dit Groghe, avec un clin d’œil complice à Jaxom."
113174,14,1991,3947,3948,"— Venez aussi, Asgenar, dit Larad, entraînant le Seigneur de Lemos."
113175,14,1991,3947,3948,"Nous vous faisons confiance, Groghe."
113176,14,1991,3947,3948,"Jaxom remplit une assiette de gâteaux aux épices qu’il servit à son vieux tuteur, tout en surveillant subrepticement les trois Seigneurs en conversation avec Toric."
113177,14,1991,3947,3948,"Il détourna vivement les yeux quand Toric regarda soudain dans sa direction, le visage indéchiffrable."
113178,14,1991,3947,3948,Jaxom se demanda si Groghe lui avait révélé la source de ses informations.
113179,14,1991,3947,3948,"Puis Toric posa une question à Larad,"
113180,14,1991,3947,3948,"à laquelle Groghe répondit, tandis qu’"
113181,14,1991,3947,3948,Asgenar hochait la tête.
113182,14,1991,3947,3948,"— Je crois que nous venons d’obtenir une voix de plus pour Ranrel, murmura Jaxom à Lytol."
113183,14,1991,3949,3949,"Larad et Asgenar continuèrent à bavarder avec Toric, tandis que Groghe revenait vers les Ruathiens."
113184,14,1991,3949,3949,"— C’est passé sans problème, Jaxom."
113185,14,1991,3949,3949,Très astucieux de votre part.
113186,14,1991,3949,3949,Mais je ne crois pas que Denol devrait demander audience à Toric quand il s’apercevra qu’il ne peut faire aucun bénéfice personnel.
113187,14,1991,3949,3949,Qui d’autre pouvons-nous approcher ?
113188,14,1991,3949,3949,"— Je n’approche personne, n’oubliez pas !"
113189,14,1991,3949,3949,Je suis trop étroitement associé à l’«
113190,14,1991,3949,3949,Abomination »
113191,14,1991,3949,3949,", dit Jaxom, avec un grognement dédaigneux."
113192,14,1991,3949,3949,Je ne veux pas gâcher les chances de Ranrel en intervenant.
113193,14,1991,3949,3949,"Groghe s’éloigna, et Jaxom en profita pour informer Ruth des événements, lui demandant aussi de prévenir Sharra."
113194,14,1991,3949,3949,Maître Robinton pensait que cela se passerait comme ça.
113195,14,1991,3949,3949,Il demande si vous l’avez dit à Toric.
113196,14,1991,3949,3949,Il n’a pas dit quoi.
113197,14,1991,3949,3949,"Groghe l’a dit, avec l’appui de Larad et Asgenar."
113198,14,1991,3949,3949,Et cela donne à réfléchir à Toric.
113199,14,1991,3949,3949,Plus qu’aucune intervention de ma part.
113200,14,1991,3949,3949,"Pour le moment, nous faisons une pause."
113201,14,1991,3949,3949,Le contingent de la côte ouest a besoin de klah pour se réveiller.
113202,14,1991,3949,3949,Je continuerai à vous informer.
113203,14,1991,3949,3949,"Peu après, Lytol rouvrit la séance, et demanda si quelqu’un désirait ajouter quelque chose ou fournir de nouvelles informations au Conseil."
113204,14,1991,3949,3949,"— Passons au vote, Lytol, dit Deckter."
113205,14,1991,3949,3949,Il y a d’autres questions à l’ordre du jour.
113206,14,1991,3949,3949,Jaxom avait remarqué que Deckter était en grande conversation avec Warbret et espérait un succès de ce côté.
113207,14,1991,3949,3949,Il ne leur manquait que deux voix – à moins que Toric n’ait décidé de se faire prier plus que de coutume.
113208,14,1991,3949,3949,"Cette fois, tout le monde compta en même temps que Lytol, de sorte que tous surent que Ranrel avait gagné avant la proclamation officielle."
113209,14,1991,3949,3949,"Sigomal semblait prêt à exploser, foudroyant Toric et Warbret qui avaient abandonné sa cause."
113210,14,1991,3949,3949,"— Ranrel a obtenu la majorité requise de douze voix, et est régulièrement élu successeur de son père au gouvernement du Fort de Tillek."
113211,14,1991,3949,3949,"Lytol lança un regard significatif à Jaxom, que le jeune Ruathien n’eu aucun mal à comprendre ;"
113212,14,1991,3949,3949,il ne devait pas annoncer prématurément la nouvelle par l’intermédiaire de Ruth.
113213,14,1991,3949,3949,— Ce Conseil a encore deux problèmes importants à traiter.
113214,14,1991,3949,3949,"Je donne maintenant la parole au Seigneur Jaxom de Ruatha qui vous informera des progrès faits en vue de l’annihilation des Fils, dit Lytol inclinant courtoisement la tête vers son ancien pupille avant de se rasseoir."
113215,14,1991,3950,3950,"Jaxom se leva brusquement, attirant l’attention de toute la table."
113216,14,1991,3950,3950,"Les phrases qu’il avait si souvent répétées sortirent toutes seules de sa bouche, et il continua, même après avoir entendu des imprécations contre les « corruptions de l’Abomination »."
113217,14,1991,3950,3950,"— Après un entraînement intensif sous la direction de Siav, la Compagnon Harpiste Piemur et moi-même, montés sur Ruth, sommes allés sur le Yokohama."
113218,14,1991,3950,3950,Nous avons complété la programmation du télescope dont se servira Siav depuis le Terminus et commencé à évaluer les dommages subis par le vaisseau spatial.
113219,14,1991,3950,3950,"Nous avons ramené sur la planète les restes de Sallah Telgar, depuis enterrés avec les honneurs qui lui étaient dus au Fort de Telgar, dit-il, s’inclinant profondément devant Larad."
113220,14,1991,3950,3950,"Le lendemain, Ruth m’a ramené dans la passerelle de mandement."
113221,14,1991,3950,3950,"Je suis alors descendu dans la cale, dont j’ai fermé les portes extérieures, restées ouvertes à cause d’un mauvais fonctionnement dans le système de fermeture à distance."
113222,14,1991,3950,3950,Puis je suis rentré au Terminus.
113223,14,1991,3950,3950,"D’autres voyages seront nécessaires pour améliorer le système de production d’oxygène, à savoir l’ensemencement des réservoirs d’algues."
113224,14,1991,3950,3950,"Du personnel devra être habitué au travail en apesanteur, et plusieurs missions composées d’équipes différentes y retourneront, transportées par les dragons verts, pour modifier la visée du télescope afin de maximaliser son usage."
113225,14,1991,3950,3950,"— Et qu’est-ce que ça veut dire, traduit en langage normal ?"
113226,14,1991,3950,3950,demanda Corman.
113227,14,1991,3950,3950,"— Que le Yokohama sera la base à partir de laquelle nous lancerons notre attaque contre les Fils, Seigneur Corman."
113228,14,1991,3950,3950,"— Alors, tous les dragons vont aller sur le vaisseau spatial et attaquer les Fils dans l’espace ?"
113229,14,1991,3950,3950,"Cette remarque sarcastique dut lui paraître idiote à peine prononcée, car il rougit et détourna les yeux."
113230,14,1991,3950,3950,"— Non, ce n’est pas le plan, Seigneur Corman."
113231,14,1991,3950,3950,Le plan prévoit de détourner les Fils pour qu’ils ne tombent plus jamais sur Pern.
113232,14,1991,3950,3950,— Et êtes-vous encore loin de ce but souhaitable ?
113233,14,1991,3950,3950,"demanda Laudey, moins méprisant que Corman."
113234,14,1991,3950,3950,"— Il reste encore deux Révolutions, cinq mois et sept jours avant que ce but soit atteint, Seigneur Laudey."
113235,14,1991,3950,3950,"— Et je suppose que vous êtes là pour nous demander l’autorisation de réquisitionner de nouveaux compagnons de nos ateliers, de nouvelles servantes de nos Forts ?"
113236,14,1991,3951,3951,— Pas du tout.
113237,14,1991,3951,3951,"Nous ne « réquisitionnons » personne, répliqua Jaxom."
113238,14,1991,3951,3951,"Il ne put s’empêcher de sourire – le problème, c’était plutôt de refuser du monde sans offenser personne."
113239,14,1991,3951,3951,— Je suppose que vous regrettez que vos Cavernes inférieures soient maintenant vides de mendiants et de voyous ?
113240,14,1991,3951,3951,demanda Groghe.
113241,14,1991,3951,3951,—
113242,14,1991,3951,3951,"Et continueront-ils à être employés utilement après ces deux Révolutions, cinq mois et je ne sais combien de jours ?"
113243,14,1991,3951,3951,demanda Laudey.
113244,14,1991,3951,3951,"— Voulez-vous, oui ou non, être débarrassé des Fils, Seigneur Laudey ?"
113245,14,1991,3951,3951,Seigneur Corman ?
113246,14,1991,3951,3951,demanda Jaxom.
113247,14,1991,3951,3951,"Il est vrai que dans deux cent cinquante Révolutions, vous n’aurez plus à vous soucier si nous avons réussi ou non."
113248,14,1991,3951,3951,"Mais vos descendants, si !"
113249,14,1991,3951,3951,"— Parlez-vous en qualité de chevalier-dragon ou de Seigneur, Jaxom ?"
113250,14,1991,3951,3951,"demanda Nessel, sournois."
113251,14,1991,3951,3951,"— En qualité des deux, Seigneur Nessel !"
113252,14,1991,3951,3951,"— Mais alors, nous n’aurons plus besoin de chevaliers-dragons !"
113253,14,1991,3951,3951,rugit Sigomal.
113254,14,1991,3951,3951,Qu’est-ce que vous ferez donc ?
113255,14,1991,3951,3951,"— Vous finirez par découvrir que vous aurez toujours besoin de chevaliers-dragons sur Pern, Seigneur Sigomal, dit Jaxom avec un grand sourire."
113256,14,1991,3951,3951,— Comment ça ?
113257,14,1991,3951,3951,— Ils ne se contentent pas de combattre les Fils pour vous et tous les Seigneurs présents.
113258,14,1991,3951,3951,Ils font beaucoup plus.
113259,14,1991,3951,3951,Pensez-y
113260,14,1991,3951,3951,", Seigneur Sigomal."
113261,14,1991,3951,3951,Jaxom eut un sourire énigmatique ;
113262,14,1991,3951,3951,qu’il rumine la question.
113263,14,1991,3951,3951,"— Le Seigneur Toric sait ce que je veux dire, j’en suis sûr."
113264,14,1991,3951,3951,"Stupéfait, Toric fixa le mari de sa sœur d’un regard perçant et fronça les sourcils."
113265,14,1991,3951,3951,"— Je ne comprends pas ce que vous voulez dire, jeune homme, dit Sangel avec agitation."
113266,14,1991,3951,3951,"— Seigneur Sangel, je pensais que c’était trop évident pour exiger des explications."
113267,14,1991,3951,3951,"Puis-je continuer, Seigneur Lytol ?"
113268,14,1991,3951,3951,"Quand Lytol l’eut approuvé de la tête, il reprit :"
113269,14,1991,3951,3951,"— Le Harpiste Piemur et moi-même avons vu notre monde tourner dans l’espace, passant du jour à la nuit."
113270,14,1991,3951,3951,C’est le spectacle le plus incroyable qu’on puisse voir !
113271,14,1991,3951,3951,"Quand le chauffage et la production d’oxygène seront rétablis, je propose, avec Ruth, d’emmener là-haut tout Seigneur qui désirera se convaincre par lui-même que nous habitons un monde merveilleux et qu’il est essentiel de nous débarrasser des Fils à jamais."
113272,14,1991,3952,3953,"Jaxom les regarda tour à tour, les invitant à accepter son offre."
113273,14,1991,3952,3953,Il n’eut d’abord d’autre réponse que des toussotements nerveux et des raclements de pieds.
113274,14,1991,3952,3953,"— J’aimerais y aller, dit enfin Larad."
113275,14,1991,3952,3953,Puis Asgenar leva aussi la main.
113276,14,1991,3952,3953,"— Moi aussi, ajouta"
113277,14,1991,3952,3953,Lytol
113278,14,1991,3952,3953,.
113279,14,1991,3952,3953,"— On ne voit pas grand-chose du Continent Septentrional à partir du Yokohama, précisa Jaxom, mais Siav espère réparer les hublots endommagés de bâbord, ce qui permettrait de voir une partie de la côte est."
113280,14,1991,3952,3953,"Il regarda Toronas avec insistance, qui finit par lever la main."
113281,14,1991,3952,3953,— Est-ce que tout le Continent Méridional est visible ?
113282,14,1991,3952,3953,demanda Toric d’une voix rauque.
113283,14,1991,3952,3953,"— Non, mais nous en verrons plus quand nous aurons réparé les hublots de tribord, répondit Jaxom, ravi que Toric ait réagi."
113284,14,1991,3952,3953,"— Je ne vois pas ce qui sortira de bon de tout cela, commença Begamon d’un ton querelleur."
113285,14,1991,3952,3953,Risquer des vies pour réaliser un rêve insensé de destruction des Fils.
113286,14,1991,3952,3953,Ils sont avec nous depuis des centaines de Révolutions.
113287,14,1991,3952,3953,"Et, je vous le demande une fois de plus, si les ancêtres en savaient tant, pourquoi ne les ont-ils pas détruits à leur époque ?"
113288,14,1991,3952,3953,Hein ?
113289,14,1991,3952,3953,Pourquoi ?
113290,14,1991,3952,3953,"— Siav a répondu à cette question à ma complète satisfaction, dit fermement Lytol."
113291,14,1991,3952,3953,Et n’oubliez pas que toutes les tâches que nous avons entreprises depuis sa découverte ont bénéficié à tout le monde.
113292,14,1991,3952,3953,— Comment ?
113293,14,1991,3952,3953,Dites-moi comment ?
113294,14,1991,3952,3953,demanda Begamon.
113295,14,1991,3952,3953,"Lytol leva son bloc-notes, son crayon à encre, et l’un des bulletins météorologiques que Siav produisait depuis deux Révolutions, au ravissement de tous, nobles et roturiers."
113296,14,1991,3952,3953,"Puis il montra le pendule murale, égrenant les minutes de la réunion, et les vêtements neufs de Begamon, taillés dans l’un des plus beaux tissus de Maître Zurg."
113297,14,1991,3952,3953,"— Il paraît aussi que vous avez une nouvelle centrale pour irriguer vos champs, et des radiateurs portatifs pour chauffer vos vergers pendant les gelées, répondit Lytol."
113298,14,1991,3952,3953,Sans parler de votre petite-fille sauvée par les nouvelles techniques chirurgicales de Maître Oldive.
113299,14,1991,3952,3953,"— Tout cela, ce sont des choses que nous pouvons utiliser, voir et toucher, Lytol."
113300,14,1991,3952,3953,"Pas quelque chose au-delà de notre atteinte et de nos compétences, dit Begamon, montrant le ciel."
113301,14,1991,3952,3953,"— Alors, que ces choses que vous pouvez utiliser, voir et toucher vous convainquent qu’il y a encore beaucoup à apprendre, à explorer et à comprendre pour améliorer nos vies, dit Jaxom, avec tant de gravité que même les Seigneurs les plus conservateurs écoutèrent avec quelque chose qui ressemblait à du respect."
113302,14,1991,3952,3953,"— Merci de votre rapport, dit Lytol."
113303,14,1991,3952,3953,Passons maintenant à…
113304,14,1991,3952,3953,Il leva la main pour calmer les murmures.
113305,14,1991,3952,3953,— Vous aurez tout le temps de parler au Seigneur Jaxom après le Conseil.
113306,14,1991,3952,3953,La dernière question concerne une notification émanant des Maîtres d’
113307,14,1991,3952,3953,Ateliers de Pern
113308,14,1991,3952,3953,.
113309,14,1991,3952,3953,"— Pas de tous les Maîtres d’Ateliers, intervint Corman, avançant un menton agressif."
113310,14,1991,3952,3953,"Lytol ne fit rien, ne dit rien, mais rien qu’à son air, Corman se tut, honteux de l’avoir interrompu si grossièrement."
113311,14,1991,3952,3953,— Les Maîtres d’
113312,14,1991,3952,3953,"Ateliers de Pern, à l’exception de Maître Norist, de l’Atelier des Verriers, notifient à ce Conseil leur intention de fonder deux nouveaux Ateliers : l’Atelier des Imprimeurs, rattaché de façon très souple à l’Atelier des Harpistes, mais indépendant et autonome, avec trois ateliers principaux, le plus important au Terminus, et deux annexes, l’une à Ruatha qui n’abrite actuellement aucun Atelier, et l’autre à Lemos, en complément de l’industrie du papier du Maître Menuisier Bendarek."
113313,14,1991,3952,3953,"Le deuxième sera l’Atelier des Techniciens, lui aussi rattaché de façon très souple à l’Atelier des Forgerons, et qui s’occupera des problèmes posés par les nouveaux équipements…"
113314,14,1991,3952,3953,"— Je dis non immédiatement, dit Sigomal, se levant d’un bond."
113315,14,1991,3952,3953,Ce serait reconnaître officiellement l’Abomination et…
113316,14,1991,3952,3953,"— Aucun mot injurieux ne sera toléré à cette table, Seigneur Sigomal, dit Lytol, de son ton le plus sévère."
113317,14,1991,3952,3953,Et je ne devrais pas avoir à vous rappeler que les Maîtres d’
113318,14,1991,3952,3953,Ateliers n’ont nul besoin de votre permission.
113319,14,1991,3952,3953,Il suffit de vous abstenir d’acheter tout produit issu d’un Atelier que vous réprouvez.
113320,14,1991,3952,3953,"Et comme je n’ignore pas que certaines de vos entreprises ont bénéficié de nouveaux appareils dont seul Siav peut être la source, vous seriez sage de vous abstenir de proférer de telles hypocrisies à ce Conseil."
113321,14,1991,3952,3953,"Bouche bée, Sigomal se rassit."
113322,14,1991,3952,3953,Jaxom parvint à ne pas sourire de la déconfiture du Bitran.
113323,14,1991,3952,3953,"L’un des assaillants de Siav était Bitran, mais cela ne prouvait pas que Sigomal avait trempé dans le complot."
113324,14,1991,3952,3953,Les Bitrans se vendaient facilement à quiconque y mettait le prix.
113325,14,1991,3952,3953,"Quand même, c’était la première fois que Sigomal avait publiquement qualifié Siav d’abomination."
113326,14,1991,3954,3955,— Nous serons dûment informés du choix des nouveaux Maîtres d’Ateliers.
113327,14,1991,3954,3955,"Je rappelle une fois de plus que la création de nouveaux Ateliers ne requiert pas la ratification de ce Conseil, vu qu’ils ont toujours été autonomes."
113328,14,1991,3954,3955,C’est une information de courtoisie.
113329,14,1991,3954,3955,— Cela figure-t-il aussi dans la Charte originelle ?
113330,14,1991,3954,3955,demanda sournoisement Sangel.
113331,14,1991,3954,3955,"— Non, répliqua Lytol, imperturbable."
113332,14,1991,3954,3955,"Les Ateliers ont été fondés peu avant la fin du premier Passage par les Forts de Fort, Ruatha et Benden, pour conserver les techniques et enseigner aux jeunes, hommes et femmes, les métiers utiles à la société."
113333,14,1991,3954,3955,"À l’origine, le Fort de Ruatha abritait les Ateliers des Éleveurs et des Fermiers, jusqu’au jour où l’on explora les plaines de Keroon, plus favorables à l’élevage."
113334,14,1991,3954,3955,"— Notons également que le Maître Forgeron Fandarel et le Maître Harpiste Sebell ont parfaitement le droit de proposer la création de nouveaux Ateliers sans consulter les autres Maîtres, dit Larad."
113335,14,1991,3954,3955,Mais ils les ont consultés et ont obtenu leur soutien total…
113336,14,1991,3954,3955,"— Non pas total, puisque l’un d’eux s’est abstenu, dit Nessel d’une voix geignarde."
113337,14,1991,3954,3955,"— Maître Norist n’a pas assisté à la réunion, quoiqu’il en ait été averti, dit Larad."
113338,14,1991,3954,3955,Les Ateliers des Imprimeurs et des Techniciens dispenseront un enseignement indispensable et impossible à trouver ailleurs.
113339,14,1991,3954,3955,"Nous avons tous bénéficié des nouvelles technologies, et surtout des manuels d’instructions imprimés."
113340,14,1991,3954,3955,"Pour que tous puissent en profiter, il faut former de nouveaux artisans à ces techniques."
113341,14,1991,3954,3955,"— Pourquoi les imprimeurs ne peuvent-ils pas travailler sous l’autorité de Maître Sebell, et les techniciens sous celle de Maître Fandarel ?"
113342,14,1991,3954,3955,demanda Corman.
113343,14,1991,3954,3955,Pourquoi faire tant d’histoire avec ces créations ?
113344,14,1991,3954,3955,"— Maître Fandarel travaille déjà jour et nuit pour honorer ses commandes de nouveaux équipements, dit Larad."
113345,14,1991,3954,3955,Il n’a pas le temps ni le personnel pour superviser un nouveau métier.
113346,14,1991,3954,3955,—
113347,14,1991,3954,3955,"Eh bien, l’imprimerie pourrait être dirigée par notre Maître Menuisier, répondit Corman."
113348,14,1991,3954,3955,Il n’est pas surmené.
113349,14,1991,3954,3955,"— Mais si, et moi aussi, dit Larad en riant."
113350,14,1991,3954,3955,Et nous n’arrivons pas à satisfaire à la demande de papier des différents Forts et Ateliers.
113351,14,1991,3954,3955,"Maître Bendarek a quantité d’apprentis, seulement deux compagnons, et pas un seul maître."
113352,14,1991,3954,3955,"Il a besoin de tous les bras qu’il peut trouver, et il ne peut pas superviser l’imprimerie en même temps."
113353,14,1991,3954,3955,La fabrication du papier prend tout son temps et toute son énergie.
113354,14,1991,3954,3955,"— Maître Fandarel m’a demandé d’expliquer que des techniciens spécialistes seront indispensables pour que toutes les nouvelles machines continuent à fonctionner à leur niveau optimal, poursuivit Larad."
113355,14,1991,3954,3955,"Actuellement, nous avons des machines que seules quelques personnes peuvent comprendre et réparer, tandis que d’autres savent s’en servir mais ne savent pas les réparer."
113356,14,1991,3954,3955,"À la longue, nous en aurons qui sauront faire les deux mais pas pour le moment."
113357,14,1991,3954,3955,"— Alors, pourquoi ne voulez-vous pas marcher avant de courir ?"
113358,14,1991,3954,3955,demanda Corman avec dédain.
113359,14,1991,3954,3955,On ne fait pas courir ou pouliner un yearling.
113360,14,1991,3954,3955,"Jaxom fit mine de se lever, mais Groghe le retint de la main."
113361,14,1991,3954,3955,Jaxom eut beaucoup de mal à se soumettre à cet ordre tacite.
113362,14,1991,3954,3955,"Il désirait ardemment prendre la parole, mais comprit que ses aînés ne l’accepteraient pas comme leur pair."
113363,14,1991,3954,3955,"Quand il aurait participé à l’annihilation des Fils, le considéreraient-ils comme leur égal ?"
113364,14,1991,3954,3955,Ou serait-il toujours Seigneur par défaut ?
113365,14,1991,3954,3955,"— Les machines sont un peu différentes, Corman, répliqua Groghe avec un sourire condescendant au Seigneur de Keroon."
113366,14,1991,3954,3955,"Une fois qu’une machine est construite, elle fait ce à quoi elle est destinée."
113367,14,1991,3954,3955,"Quand elle tombe en panne, on remplace la pièce usée."
113368,14,1991,3954,3955,Ce qu’on ne peut pas faire avec le bétail.
113369,14,1991,3954,3955,"— Non, mais les bêtes estropiées peuvent être abattues et mangées."
113370,14,1991,3954,3955,Qu’est-ce qu’on fait avec la machinerie hors d’usage ?
113371,14,1991,3954,3955,"En moins de rien, vous aurez des montagnes de ferraille rouillée dans tous les Forts et Ateliers."
113372,14,1991,3954,3955,"Et sans doute aussi dans tous les Weyrs, puisque tout est de leur faute."
113373,14,1991,3954,3955,— Seigneur Corman !
113374,14,1991,3954,3955,"Tremblant d’indignation, Jaxom se dégagea de l’emprise de Groghe et se leva d’un bond, serrant les poings."
113375,14,1991,3954,3955,— Je vous interdis de dénigrer les Weyrs en ma présence !
113376,14,1991,3954,3955,"Il remarqua à peine que Groghe s’était levé aussi et lui tenait le bras gauche à deux mains, tandis que Larad le retenait de l’autre côté."
113377,14,1991,3954,3955,"Larad protestait bruyamment, de même que Toronas, Deckter, Warbret, Bargen et, à l’immense surprise de Jaxom, Toric."
113378,14,1991,3954,3955,"— Seigneur Corman, vous allez vous excuser immédiatement de cette remarque !"
113379,14,1991,3954,3955,rugit Lytol.
113380,14,1991,3956,3956,"Avec dix Seigneurs debout pour protester, Corman n’eut d’autre choix que de s’exécuter, ce qu’il fit en marmonnant, et Lytol, glacial, lui demanda de répéter assez haut pour que tout le monde l’entende."
113381,14,1991,3956,3956,Puis les Seigneurs se rassirent.
113382,14,1991,3956,3956,"— Si nous voulons éliminer les Fils, il nous faudra du matériel"
113383,14,1991,3956,3956,"– matériel que nous sommes capables de fabriquer, de manœuvrer et d’entretenir – avec lequel accomplir cette élimination."
113384,14,1991,3956,3956,Cela a toujours été l’ambition de tous les Weyrs depuis la fondation de Fort.
113385,14,1991,3956,3956,C’est le but qu’ont toujours recherché tous les Forts et Ateliers.
113386,14,1991,3956,3956,"Si la destruction définitive des Fils exige quelques réévaluations de nos coutumes, des modifications de traditions archaïques, ce prix n’est pas excessif pour être débarrassés des Fils."
113387,14,1991,3956,3956,"Lytol s’interrompit, surpris de sa propre véhémence, puis reprit :"
113388,14,1991,3956,3956,— Il ne sera pas fait mention de cet incident à l’extérieur.
113389,14,1991,3956,3956,"Maintenant, faisons preuve d’unanimité pour encourager les deux nouveaux Ateliers, poursuivit-il."
113390,14,1991,3956,3956,"Écrivez « oui » ou « non » Corman, l’air furieux, ne bougea pas, et l’unique bulletin blanc qui parvint à Lytol était sans doute le sien."
113391,14,1991,3956,3956,"Il y eut deux « non », mais seuls les « oui » seraient transmis aux Maîtres d’Ateliers concernés."
113392,14,1991,3956,3956,"— Qui décidera de ceux qui deviendront Maîtres d’Ateliers, et de ceux qui paieront pour la construction ?"
113393,14,1991,3956,3956,demanda Nessel.
113394,14,1991,3956,3956,"— Les Maîtres n’ont pas encore été choisis, mais il y a suffisamment de candidats compétents."
113395,14,1991,3956,3956,On a déjà modifié à leur intention des bâtiments vides du Terminus et d’autres seront construits par ceux voulant y faire leur apprentissage.
113396,14,1991,3956,3956,Quiconque désirera son transfert dans l’un des deux nouveaux Ateliers devra en obtenir l’autorisation de son Maître d’Atelier actuel.
113397,14,1991,3956,3956,— Et ceux qui travaillent sans la permission de leur Maître d’Atelier ?
113398,14,1991,3956,3956,demanda Sangel.
113399,14,1991,3956,3956,Tout le monde comprit qu’il pensait à Morilton.
113400,14,1991,3956,3956,"— C’est un problème interne de l’Atelier, dit Lytol, à résoudre par les parties concernées, et qui n’est pas du ressort de ce Conseil."
113401,14,1991,3956,3956,— Mais si nous ne pouvons pas obtenir du verre…
113402,14,1991,3956,3956,"— Ce n’est pas le verre qui manque, dit sèchement Groghe."
113403,14,1991,3956,3956,Nous achetons ce que nous voulons à qui nous voulons.
113404,14,1991,3956,3956,Pas plus difficile que ça !
113405,14,1991,3956,3956,Nous l’avons toujours fait et nous le ferons toujours.
113406,14,1991,3956,3956,Maître Robinton voudrait savoir ce qui retarde la proclamation officielle.
113407,14,1991,3957,3958,Les bavardages.
113408,14,1991,3957,3958,"Le choix est fait, mais Lytol m’écorchera vif si j’usurpe ses prérogatives."
113409,14,1991,3957,3958,"Rien que la voix de Ruth suffit à calmer Jaxom, que ces intrigues mesquines exaspéraient."
113410,14,1991,3957,3958,"Au moins, il savait maintenant quels Seigneurs surveiller : Corman, Nessel, Sangel et Begamon."
113411,14,1991,3957,3958,"Corman avait eu le courage de ses opinions, mais les autres dissimulaient leurs ressentiments et leurs griefs, et c’était malsain."
113412,14,1991,3957,3958,Leur intransigeance venait-elle de la peur de Siav ou d’une résistance têtue au changement ?
113413,14,1991,3957,3958,— Y a-t-il d’autres questions à l’ordre du jour ?
113414,14,1991,3957,3958,"demanda Lytol, comme l’exigeait la coutume."
113415,14,1991,3957,3958,"— J’ai une question, dit Toric en se levant."
113416,14,1991,3957,3958,— Parlez.
113417,14,1991,3957,3958,— Qui sera Seigneur du Terminus ?
113418,14,1991,3957,3958,"Pour une fois, même Lytol parut décontenancé."
113419,14,1991,3957,3958,Toric eut un petit sourire satisfait.
113420,14,1991,3957,3958,— Un lieu aussi important que le Terminus ne peut pas rester sans gouvernement.
113421,14,1991,3957,3958,"Sa remarque paraissait éminemment raisonnable, mais Jaxom faillit s’esclaffer à l’air choqué des autres Seigneurs, dont l’expression trahissait l’importance"
113422,14,1991,3957,3958,qu’ils accordaient ou non au Terminus.
113423,14,1991,3957,3958,"— Vous ne vous êtes pas tenu au courant de ce qui se passe à l’est de chez vous, dit Jaxom d’un ton amusé."
113424,14,1991,3957,3958,"Le Seigneur Régent Lytol, le Maître Harpiste Robinton, et D’ram, maître de Tiroth, administrent conjointement le Terminus et représentent à égalité les Weyrs, Forts et Ateliers."
113425,14,1991,3957,3958,Ce triumvirat fonctionne bien.
113426,14,1991,3957,3958,"Vous avez toujours été le bienvenu au Terminus, Seigneur Toric."
113427,14,1991,3957,3958,"— Dès la découverte de Siav, dit Lytol, reprenant le commandement du débat, une assemblée a été réunie sur le site."
113428,14,1991,3957,3958,"Huit Seigneurs, huit Maîtres d’Ateliers et sept Chefs de Weyrs ont unanimement décidé qu’étant donné son importance historique et son statut éducatif actuel, le Terminus devait demeurer terrain neutre."
113429,14,1991,3957,3958,— Quelle étendue de terrain ?
113430,14,1991,3957,3958,demanda Toric.
113431,14,1991,3957,3958,"— L’étendue que couvrait le Terminus sur les cartes des colons, naturellement, dit Lytol."
113432,14,1991,3957,3958,"Toric se rassit avec une grimace, observant d’un regard énigmatique l’expression des autres Seigneurs."
113433,14,1991,3957,3958,"Jaxom, malgré ses efforts, ne parvint pas à deviner ce qui se passait dans l’esprit cupide de Toric."
113434,14,1991,3957,3958,"Il devait savoir que de nouvelles acquisitions territoriales susciteraient l’opposition des Weyrs, Forts et Ateliers."
113435,14,1991,3957,3958,"Jaxom regretta d’avoir fourni à son beau-frère la solution au problème de la Grande Île, qui l’avait empêché de regarder vers l’est pendant plus de deux Révolutions."
113436,14,1991,3957,3958,Jaxom soupira.
113437,14,1991,3957,3958,"Parfois, la solution d’un problème en fait naître une demi-douzaine d’autres."
113438,14,1991,3957,3958,"Il fut soulagé quand, sans plus de cérémonies, Lytol leva la séance."
113439,14,1991,3957,3958,"Il y eut quelques reproches et protestations, mais Lytol choisit de les ignorer, comme c’était son droit."
113440,14,1991,3957,3958,"Jaxom aurait voulu se ruer dehors, mais il dut se soumettre à une dernière cérémonie."
113441,14,1991,3957,3958,"La séance est levée, dit-il à Ruth."
